date_trans,price_trans,appr,xx,yy,id_zip,age,area,sfla,id_market
6/6/2008,358000,319800,834357.3881,981667.9106,63026,18,0.31508198,2699,Southwest
6/14/2004,175900,52200,891949.5317,1066156.354,63136,43,0.147106315,912,North
10/17/2001,244000,221970,808383.3646,994217.514,63021,7,0.180194121,2429,Southwest
9/8/2005,195000,137500,873358.7494,963426.2212,63129,31,0.186977057,1342,South
1/5/2001,119900,103040,866203.3469,992903.5617,63123,44,0.15773525,1185,South
1/28/2002,146660,112650,889355.7053,1078634.629,63033,1,0.204981468,1267,North
8/7/2001,350000,282040,860401.6122,1018343.13,63144,44,0.321938749,3726,Central
6/22/2004,85000,77700,869481.0325,1068575.439,63042,47,0.251668798,1156,West70
7/10/2003,443000,418700,794765.4056,992505.149,63021,5,1.32141258,3234,Southwest
12/28/2004,152500,108300,855214.2812,996665.4529,63126,56,0.142456357,1400,South
8/10/2004,78000,61300,897815.9407,1060390.134,63137,48,0.289007456,1053,North
6/25/2009,136000,130600,861955.5478,1042270.656,63114,52,0.206027301,1286,East70
8/18/2005,412000,257400,796309.8721,1000293.422,63021,16,0.280161097,3266,Southwest
8/2/2007,275000,231600,835134.2339,1009616.482,63131,49,0.380777711,1712,Northwest
5/18/2005,96000,76600,851817.5004,1056399.848,63074,55,0.132169842,952,East70
7/24/2002,196500,140840,783831.1262,997346.4534,63040,16,0.170825159,1788,Northwest
6/16/2003,124000,94300,872662.0684,984775.2195,63123,56,0.303510101,888,South
12/27/2001,192000,152110,829725.3081,1048770.25,63043,26,0.23996627,1757,West70
8/29/2007,65000,60300,866523.1321,1041729.277,63114,79,0.176423479,1115,East70
9/22/2006,800000,654300,847474.6111,1026214.498,63124,55,0.812266754,2971,Central
12/13/2004,430000,291700,816144.509,1028610.116,63017,20,0.448128244,2629,Northwest
6/27/2005,179000,166700,823900.6349,993674.5958,63088,11,0.155663058,1350,Southwest
2/15/2008,290000,245700,819638.6055,1039384.465,63017,46,0.452999384,2096,Northwest
7/21/2008,190000,187500,816300.8638,991527.9691,63021,23,0.143473735,1178,Southwest
4/23/2004,550000,404500,850094.0882,968254.8881,63128,10,0.924927353,2907,South
7/25/2005,89900,62000,877395.7022,1062900.45,63135,52,0.122454404,864,North
2/27/2002,82000,52100,881736.2163,981250.4244,63125,80,0.143079653,1404,South
11/10/2003,184900,150200,776592.5815,974922.5333,63025,6,0.172185331,1412,Southwest
4/11/2005,143300,122400,872857.5883,987452.5189,63123,56,0.160937919,1064,South
10/2/2008,221000,239300,846033.1771,1063666.326,63044,14,0.252953706,2166,West70
7/10/2007,112200,132700,896118.2039,1077269.511,63033,37,0.39641859,1131,North
8/16/2004,150000,94800,879349.8581,990226.3361,63123,47,0.247023545,982,South
8/6/2002,361900,297000,830968.6772,1005586.704,63131,50,0.892220001,2995,Northwest
11/2/2006,119500,99600,860271.0931,1075138.541,63042,43,0.195161884,1296,West70
7/15/2002,264900,217170,800399.8106,995159.2047,63021,5,0.258258488,2033,Southwest
2/10/2003,88000,67200,856996.7719,1048608.776,63114,83,0.700515037,1735,East70
5/12/2005,460000,339600,854324.7131,1001847.509,63122,83,0.357927853,2273,South
9/14/2006,67000,55600,892072.2242,1063425.801,63136,42,0.119436146,864,North
9/6/2001,58900,55340,859871.6863,1053316.011,63134,59,0.147513467,837,East70
1/5/2007,269500,247200,799216.6194,1014714.402,63017,31,0.265473414,1948,Northwest
4/27/2004,160000,114100,810645.098,999637.2856,63021,36,0.176646179,1475,Southwest
5/18/2007,228000,188300,855815.4045,1033597.405,63132,57,0.67220444,1034,Central
5/6/2004,205000,153100,784523.853,1001698.405,63011,25,0.242908291,1462,Northwest
7/12/2006,629900,472000,846417.7389,1022115.744,63131,5,0.172179539,3450,Northwest
3/17/2004,67900,59700,871828.9097,1069573.047,63135,39,0.117631503,1000,North
11/12/2002,203000,136890,849774.4182,1005970.078,63122,60,0.356730242,1954,South
9/10/2002,103900,86800,886207.5199,1067912.443,63136,38,0.168005681,1318,North
9/9/2004,90600,66700,864710.2167,1082047.067,63031,38,0.181289869,884,North
11/5/2004,197500,147900,819078.1631,988444.2525,63088,10,0.13620879,1444,Southwest
9/16/2005,415000,291000,805591.3273,1016253.175,63011,37,0.720856172,2580,Northwest
5/6/2009,128750,121300,835810.0019,1057790.588,63043,50,0.172176172,952,West70
5/1/2006,94000,88800,869968.3713,991995.296,63123,54,0.143050103,1184,South
2/7/2003,146900,104800,882600.841,1076948.189,63033,36,0.305711478,1980,North
8/25/2003,419500,304400,827042.8975,1012278.743,63131,29,0.739929132,2464,Northwest
10/3/2003,142000,115700,833001.6917,1045990.137,63043,37,0.229018939,1056,West70
6/9/2006,195000,161200,805478.7884,1003071.84,63021,8,0.14515243,1258,Southwest
12/20/2002,75000,52360,870308.9879,989701.9576,63123,55,0.085808298,784,South
4/24/2006,149650,72600,858953.0972,1008204.369,63119,52,0.168945199,1073,South
3/28/2003,116000,86300,869902.1355,991842.087,63123,50,0.14932539,1216,South
9/5/2002,64000,51300,901363.4744,1059801.952,63137,46,0.2128895,912,North
3/9/2004,248000,258600,797035.8922,1022882.464,63005,47,2.811339464,1048,Northwest
4/2/2004,295000,214200,830778.1813,1006878.822,63131,32,0.289275362,2200,Northwest
11/29/2001,50595,52300,883984.2323,1044724.636,63121,51,0.076578206,912,East70
9/9/2003,128000,91000,851590.9635,1048125.83,63074,23,0.264560491,960,East70
1/7/2009,110500,111400,874281.529,993720.7552,63123,69,0.14773071,912,South
11/20/2006,126500,98400,870989.9122,1088933.35,63031,35,0.177339213,912,North
12/3/2004,165000,119200,860334.8449,974274.583,63128,28,0.216907128,1415,South
12/29/2003,163000,126700,820181.363,989133.7452,63088,12,0.09815753,1498,Southwest
8/8/2002,71000,55390,905950.3317,1063100.138,63137,51,0.194808358,844,North
8/29/2001,122900,103550,876708.2001,974294.0189,63125,41,0.188064701,1504,South
5/11/2009,467500,433700,869193.7526,1027447.669,63130,83,0.139447992,3058,Central
2/26/2007,260000,157800,782416.4325,973722.9957,63025,44,0.426904194,1068,Southwest
6/15/2009,565000,489300,798037.5319,1014449.378,63017,20,0.417176087,3241,Northwest
5/2/2003,522500,391700,824417.7645,1043682.555,63146,4,0.616538843,3654,West70
7/6/2005,174900,131900,883981.5451,1082785.604,63033,41,0.332022667,1866,North
3/11/2003,180000,132500,816068.4852,991627.9175,63021,15,0.144922291,1897,Southwest
4/11/2005,69900,61000,904304.632,1073033.619,63138,46,0.116985413,876,North
8/8/2002,632000,565200,809287.6855,1017767.626,63017,9,0.410564572,4162,Northwest
8/13/2004,115000,98500,880663.0076,1079795.207,63033,40,0.262126138,1407,North
12/4/2003,285000,156800,848167.6862,1001313.488,63122,67,0.201599242,1596,South
10/7/2003,144800,130000,881076.2529,1079661.957,63033,39,0.318392906,1771,North
2/3/2009,370000,381500,793543.5899,999572.8639,63021,20,0.608267928,3178,Southwest
10/29/2004,1500000,1223600,857118.0171,1022184.04,63124,30,1.748620436,6605,Central
5/4/2010,239900,163000,861261.4266,1013385.733,63144,63,0.179030726,1266,Central
5/2/2001,133000,121350,862978.353,996649.8367,63119,50,0.151443482,1325,South
1/29/2002,267000,252340,862681.3272,1027222.66,63124,49,0.168255237,1829,Central
4/13/2009,455000,375800,863826.1835,1029538.864,63130,70,0.182484036,2385,Central
3/26/2003,114000,75000,872029.4947,1094008.917,63031,33,0.175064807,1053,North
10/26/2006,178000,153900,821863.6276,999346.2224,63021,39,0.22681887,1137,Southwest
8/1/2005,167000,136300,812002.4316,1002936.484,63021,40,0.259274538,1076,Southwest
5/17/2001,142000,135880,852246.5527,989155.9964,63126,41,0.262116514,1369,South
7/5/2005,6890000,495000,785301.2903,996840.3357,63040,0,0.377149807,3977,Northwest
9/18/2008,130000,136700,846970.4919,1063374.17,63044,48,0.215378461,982,West70
8/6/2008,342000,365700,874591.4462,1026302.611,63130,82,0.185953437,2037,Central
4/7/2004,200000,144100,855909.6904,971931.9978,63128,36,0.229962011,1655,South
7/14/2006,327000,264100,862469.0765,1029897.937,63132,56,0.245194708,1725,Central
2/23/2001,50000,54950,877291.9541,1071730.163,63033,45,0.182128753,984,North
2/3/2003,278234,245350,810210.9966,1033487.756,63017,0,0.071639005,1490,Northwest
8/10/2005,165000,116400,862763.9198,983214.5053,63123,48,0.159481527,1008,South
9/21/2006,195000,133800,847197.0903,1058335.89,63044,52,0.412150837,2009,West70
8/7/2006,312500,239500,808514.2508,1023948.86,63017,22,0.346886147,2240,Northwest
9/1/2009,166000,144700,873331.8499,986445.0772,63123,45,0.140115504,1306,South
3/20/2003,91900,72000,889175.0613,1068600.079,63136,43,0.192257874,1673,North
10/22/2001,77000,60800,874645.6695,993826.4354,63123,101,0.222963718,826,South
7/7/2004,250000,161200,869635.1693,946724.8617,63129,25,0.303274212,2268,South
1/12/2001,137000,125630,865788.6552,969799.1817,63129,27,0.1777064,1554,South
11/19/2004,170000,107700,854574.4323,995236.7042,63126,57,0.172809347,1316,South
7/18/2006,232500,173800,848493.3291,1007238.296,63122,68,0.141285121,1292,South
5/2/2003,104500,71200,857572.2438,1076406.145,63042,45,0.181056107,1316,West70
10/15/2003,175000,116300,821863.6275,999346.2224,63021,36,0.226815381,1137,Southwest
8/22/2002,119900,77660,835761.8012,1058161.054,63043,43,0.236198648,952,West70
10/12/2007,180000,145900,858250.5648,1006246.751,63119,80,0.273782187,969,South
9/12/2005,92000,55500,883233.867,986903.0047,63125,75,0.092520596,1096,South
1/22/2004,172000,148900,832010.8673,1036171.338,63146,41,0.224872495,1797,West70
5/11/2009,480000,518700,785402.5682,996468.9969,63040,2,0.315932204,3916,Northwest
7/20/2006,406227,349600,824833.3639,1022788.027,63141,23,0.854677623,3512,Northwest
5/9/2001,78500,66980,861354.1828,1080323.306,63031,40,0.16178501,888,North
5/13/2003,74000,66700,868353.7592,1069374.974,63042,43,0.170045317,1134,West70
1/22/2003,134000,97200,873410.2843,982658.1197,63123,43,0.145058678,1008,South
3/22/2005,123000,104000,897846.238,1073334.677,63138,44,0.238420815,1619,North
5/4/2001,149900,97680,781282.2914,969880.3067,63025,1,0.210522786,1250,Southwest
5/4/2010,126000,110700,881863.9608,976839.8475,63125,49,0.144038123,985,South
3/19/2004,146500,106200,805843.5014,999562.0398,63021,33,0.171931866,1444,Southwest
3/17/2005,94000,72800,869044.8938,1086154.948,63031,42,0.173968243,995,North
4/3/2008,225000,231900,859822.1545,1000641.72,63119,83,0.205876601,1320,South
11/6/2006,215000,144400,855576.0902,1033678.469,63132,56,0.286960477,1194,Central
12/7/2007,110000,130000,858406.97,1078189.43,63042,43,0.195777424,1032,West70
11/21/2002,712500,563920,828957.2091,1010331.046,63131,55,1.610084609,3677,Northwest
6/21/2001,122500,89410,858492.7123,1009847.784,63119,54,0.165456621,945,South
5/21/2003,466250,319600,755227.0883,1007666.519,63038,10,1.437448508,3368,Northwest
5/2/2002,155000,130990,862292.7961,975167.1463,63128,37,0.596634302,1819,South
10/28/2009,287000,246700,864123.5057,990319.0848,63123,54,0.512246977,1762,South
7/3/2003,120500,91300,873828.8725,984304.8395,63123,53,0.179304431,897,South
3/28/2002,194500,158500,856680.2925,962721.0762,63128,34,0.374631263,1728,South
6/18/2003,311000,214600,869454.2825,1029707.265,63130,71,0.158091644,2426,Central
6/5/2002,93700,94710,840085.8396,1052852.77,63043,40,0.232808524,1799,West70
11/29/2001,75000,56420,900635.1073,1060220.798,63137,45,0.212706283,1004,North
10/25/2002,119900,87060,844534.6422,996720.2798,63122,79,0.19259272,1379,South
10/20/2004,295000,194800,841554.315,1005967.85,63122,44,0.218727511,1782,South
12/26/2001,78900,68340,902242.7534,1065456.991,63137,36,0.299628823,1292,North
9/22/2004,215000,123100,854797.3733,989128.2633,63126,38,0.232758926,1714,South
2/28/2008,493460,555200,784086.4616,1021649.651,63005,18,0.571385901,3837,Northwest
7/29/2004,50000,65900,866301.0927,1084479.912,63031,43,0.179453943,924,North
3/18/2005,783000,657600,815121.527,1019700.675,63017,7,0.368330895,4375,Northwest
6/27/2008,113000,132800,870430.233,988533.4335,63123,70,0.143993052,960,South
2/24/2003,388565,320220,822713.6585,975779.676,63026,0,0.234728013,3242,Southwest
8/1/2001,158000,132680,817591.7901,988446.6336,63088,6,0.116734462,1276,Southwest
1/9/2001,106000,102350,855251.5771,990879.9208,63126,46,0.185067482,940,South
2/26/2003,154900,125600,833951.9882,1053338.441,63043,28,0.169100115,1538,West70
7/9/2009,193000,165900,871222.7385,948827.4382,63129,46,0.456169516,1170,South
5/27/2005,107400,76300,902851.005,1074392.205,63138,36,0.175035987,900,North
6/9/2003,97500,77400,873191.0228,1083792.662,63033,37,0.171886341,1083,North
5/30/2007,480000,383100,853374.3445,1010566.735,63122,66,0.187665049,1890,South
3/7/2003,260000,226300,849456.8642,1009858.506,63122,46,0.282837649,1941,South
7/7/2006,420000,289900,851362.5723,965366.957,63128,17,0.271794578,3535,South
6/27/2005,190500,128600,868610.6689,1034064.335,63130,68,0.181549646,1835,Central
3/7/2001,174000,131830,864181.1624,998546.8709,63119,63,0.434021056,1394,South
3/19/2001,365447,277260,773915.6262,967789.8744,63025,0,0.460598506,3637,Southwest
4/2/2003,112000,104000,859969.3639,1006474.84,63119,63,0.175889256,936,South
9/17/2009,184900,156200,802742.6806,999291.1864,63021,35,0.206649189,1310,Southwest
2/11/2003,95000,67200,871225.1635,1010171.386,63143,95,0.121212466,1210,Central
7/24/2001,375000,332230,838228.06,1029342.386,63141,33,0.648837768,2628,Northwest
5/13/2005,145900,109700,878825.1752,972682.4599,63125,42,0.181508474,925,South
9/18/2002,140000,102140,842767.924,1055077.323,63044,36,0.215366148,1107,West70
6/9/2004,108200,78400,898113.8584,1062321.085,63137,52,0.193425412,1742,North
3/8/2007,175000,174500,816488.1059,1001995.815,63021,52,0.500009563,1434,Southwest
4/1/2009,1530000,166700,845220.5284,1029743.804,63141,1,1.028392345,5042,Northwest
7/16/2003,110000,94600,898146.7669,1072602.345,63138,43,0.299193044,1430,North
6/14/2004,172000,128000,790710.4741,1001254.767,63021,15,0.174948184,1120,Southwest
12/3/2009,169000,142800,876817.6538,979578.6202,63125,58,0.651205906,2199,South
3/7/2008,255000,299600,871493.7525,1029037.787,63130,85,0.145412888,1834,Central
12/8/2004,265000,180500,819979.621,980334.0971,63026,11,0.247348523,2260,Southwest
4/5/2005,78000,57100,878929.01,1063175.009,63135,52,0.159105579,816,North
11/4/2008,229500,231200,804723.7174,997356.4275,63021,33,0.207978021,2122,Southwest
7/16/2001,107000,112430,854368.3594,995331.955,63126,48,0.170723253,1349,South
8/1/2002,73000,55020,884871.1224,1061251.165,63136,50,0.164305376,912,North
6/4/2009,114000,109700,879931.1319,990179.4378,63123,59,0.148995951,864,South
5/16/2002,98000,76280,860408.8716,1012387.606,63144,51,0.172872395,1242,Central
10/8/2001,129900,97610,878217.7455,1078068.528,63033,39,0.242769504,1825,North
8/8/2005,689000,586100,795492.4973,999903.2324,63021,5,0.505058211,5584,Southwest
5/18/2007,153000,155700,859910.124,1082245.634,63031,41,0.190812982,2332,North
8/24/2004,270000,196900,830183.3594,980350.8992,63026,19,0.241625208,2491,Southwest
4/27/2001,165000,254480,817080.4371,1009485.886,63011,13,0.241073879,2441,Northwest
8/10/2001,115500,87600,869958.6669,1075342.19,63031,49,0.207400262,1872,North
2/5/2008,212000,191500,811446.6439,998866.803,63021,39,0.177623777,1534,Southwest
5/21/2003,139900,108600,874140.0001,988301.969,63123,48,0.466922176,1305,South
7/28/2003,120500,94700,870346.7795,1093143.171,63031,35,0.247499747,1366,North
1/22/2002,68500,56450,908299.6659,1066037.417,63137,47,0.149866892,927,North
9/3/2004,265000,208100,843280.5762,1054794.323,63044,11,0.264492339,2600,West70
2/18/2010,290000,265300,832246.5503,973357.9167,63026,17,0.172171379,2616,Southwest
6/7/2007,112000,94900,854573.8766,1057584.912,63074,56,0.192778305,972,East70
4/17/2003,239900,229400,868242.2142,979054.4206,63123,3,0.116137649,2624,South
11/7/2001,114900,84000,875665.8261,995057.2558,63123,101,0.154164352,1265,South
1/11/2006,295000,237600,877441.1316,954498.4337,63129,3,0.225288827,2398,South
4/15/2005,1369286,915100,864286.6857,1027189.908,63105,1,0.23572076,4510,Central
6/1/2001,66000,60250,880028.9392,1060250.774,63135,47,0.205955086,960,North
6/24/2005,79000,68600,869254.567,1036902.05,63130,64,0.129400977,1020,Central
4/5/2010,525000,380500,840719.5026,1025149.95,63141,49,0.712012713,2743,Northwest
7/2/2007,185000,187900,845157.5419,1004536.932,63122,53,0.176029186,1148,South
5/2/2001,305000,280400,786422.9858,1006012.738,63011,13,0.883040255,2832,Northwest
8/14/2006,239000,203300,785286.0161,1003450.749,63011,17,0.361645114,2401,Northwest
8/3/2004,104900,70700,863016.4808,1078929.918,63031,45,0.178857786,996,North
10/5/2007,117900,118500,868461.5812,1081655.245,63031,36,0.246357446,1179,North
9/17/2009,225000,191700,812333.9545,993091.0765,63021,14,0.142354533,1856,Southwest
7/16/2001,90900,77340,868546.5904,1073876.083,63031,46,0.300994201,1092,North
5/12/2010,128500,127400,872218.327,988238.9847,63123,45,0.137295704,1076,South
10/10/2001,105900,91930,872577.704,977487.8266,63125,39,0.174948527,864,South
6/26/2002,131000,106350,869317.6142,1002203.583,63119,51,0.139310387,936,South
4/8/2010,254500,212900,872242.8762,1014821.971,63117,75,0.124358938,1513,Central
10/5/2001,262900,202270,789178.2783,999245.2582,63040,10,0.236699344,2415,Northwest
5/8/2002,72150,60510,858379.1019,1054387.697,63134,53,0.20911351,1140,East70
9/11/2001,226000,136060,870002.2054,1018971.803,63117,61,0.116321532,1631,Central
11/5/2002,75000,55500,855843.0977,1040927.973,63114,45,0.132074186,912,East70
12/28/2006,241500,238600,810547.2775,1005777.476,63011,23,0.358334719,2228,Northwest
5/10/2002,249900,204620,832204.6808,1030206.698,63141,28,0.21141787,2386,Northwest
7/26/2002,90900,67830,857930.0507,1053177.503,63134,46,0.231527394,1009,East70
7/24/2001,143900,117910,823305.3861,993982.4576,63088,8,0.135180997,1208,Southwest
10/24/2003,384335,327600,861433.1651,1027413.475,63124,63,0.323789555,2081,Central
6/13/2001,132000,125850,842432.5137,1006661.945,63122,39,0.183471169,1296,South
5/1/2002,536000,373700,829287.2783,1029282.6,63141,27,0.748444538,2848,Northwest
7/24/2003,282000,228300,807115.7721,1022940.458,63017,22,0.235814853,2200,Northwest
8/31/2004,285000,179400,829807.0678,1005023.933,63131,27,0.245646017,1852,Northwest
11/12/2009,202000,171200,809750.0717,997770.6622,63021,33,0.205645574,1384,Southwest
10/2/2001,90000,77100,870863.7931,991593.3107,63123,46,0.123431676,1007,South
12/4/2009,105000,119200,877856.034,980764.8318,63125,69,0.207159758,1206,South
6/21/2001,137000,127730,821361.9442,999575.6651,63021,29,0.23682776,1218,Southwest
11/1/2001,99000,90340,866207.2498,1048862.493,63114,38,0.198976345,2102,East70
7/3/2006,400000,283900,885007.3823,1100272.354,63034,28,3.132639328,2951,North
8/30/2004,385000,273600,858367.1177,967896.7769,63128,18,0.387303258,3006,South
11/8/2005,760500,688800,815607.2884,1019899.634,63017,8,0.4217403,4737,Northwest
1/11/2005,146000,121200,860954.7876,1084083.74,63031,36,0.268646808,1564,North
1/24/2007,154000,154000,874529.411,987839.685,63123,48,0.136904704,1270,South
11/18/2009,565000,499300,853081.3684,1028825.856,63132,56,0.685979832,2379,Central
6/6/2008,367500,342000,786305.6441,1005878.585,63011,20,0.347375251,2818,Northwest
8/26/2008,179900,159700,821286.6101,972342.4914,63026,31,0.188152084,1386,Southwest
4/16/2007,192000,198100,850437.813,1008392.154,63122,49,0.220894523,1323,South
3/10/2003,261900,227100,796219.7999,1029152.55,63005,9,0.219464325,1968,Northwest
6/21/2007,293000,251700,784427.2067,1004379.136,63011,22,0.286021942,2198,Northwest
10/3/2003,367500,268100,774854.9774,1009893.15,63038,26,3.463869812,3448,Northwest
11/22/2004,530000,447600,853072.8224,970912.6671,63128,10,0.579354145,3236,South
3/2/2001,65900,52520,908258.5035,1065436.17,63137,46,0.187333683,1095,North
2/15/2005,1000000,952400,850746.5311,1019408.74,63124,47,3.108783694,3586,Central
8/2/2007,80000,87800,851730.4991,1052020.795,63074,57,0.139045485,792,East70
4/2/2002,101500,73980,879275.1345,981971.3892,63125,61,0.152812603,980,South
9/21/2005,324900,246500,788712.3947,998233.6283,63040,17,0.255823399,2588,Northwest
7/23/2007,170000,149600,843723.4265,1005401.42,63122,56,0.180094977,840,South
4/25/2001,78000,58750,880950.7005,1045729.609,63121,46,0.109208742,1235,East70
4/30/2004,449000,327200,826143.6377,1010147.561,63131,40,0.973958185,2200,Northwest
12/10/2001,170860,162200,812170.6966,1009226.178,63011,34,0.34651067,2129,Northwest
4/15/2004,290000,197300,794661.7728,1002262.217,63021,26,0.414852588,2092,Southwest
12/2/2002,580000,410860,807602.7041,1027021.248,63017,9,0.33292682,3968,Northwest
10/6/2005,179500,140100,834001.9759,1053526.298,63043,29,0.155567314,1092,West70
8/11/2006,856865,180300,787319.6932,1011835.447,63011,1,0.427047722,2807,Northwest
4/4/2007,318000,278200,856686.5844,1031721.183,63132,58,0.502275491,2332,Central
11/13/2002,364875,337100,857982.6248,967292.5847,63128,16,0.373902999,2870,South
3/24/2003,141500,156900,882914.6699,1079044.453,63033,41,1.016292516,2472,North
3/2/2007,186900,181600,868571.4385,1089425.05,63031,11,0.137597197,1660,North
6/18/2002,82000,60640,907362.1226,1074907.206,63138,31,0.22204755,1040,North
4/11/2005,223000,198400,818344.0328,1033222.599,63017,41,0.247646874,1929,Northwest
6/19/2006,295000,267000,861385.8024,975275.339,63128,19,0.30648499,2057,South
5/27/2009,88500,91700,855054.6169,1052497.112,63074,63,0.137632806,933,East70
4/30/2002,242000,227100,846212.2709,1029973.231,63141,44,0.439340793,1926,Northwest
6/14/2002,182500,144030,809873.2677,1011665.225,63011,37,0.314176757,1800,Northwest
9/24/2008,210000,183600,843284.0899,1003027.753,63122,80,0.156097826,1100,South
5/4/2004,79900,53400,900974.7931,1061003.821,63137,49,0.320445195,840,North
7/23/2003,420000,299700,874386.1192,1026486.841,63130,83,0.158315106,2693,Central
9/12/2005,126000,101100,838015.8558,1054815.855,63043,42,0.176421236,1210,West70
12/20/2002,208000,153540,809743.5607,1006941.359,63011,26,0.282944762,1760,Northwest
7/14/2005,306600,256200,848623.5246,1009847.797,63122,48,0.273462139,1881,South
2/28/2001,110050,213480,812911.0992,1029781.861,63017,28,0.407264858,2638,Northwest
5/10/2006,110000,104200,872063.6812,999071.0616,63123,59,0.176513182,1075,South
2/17/2005,125000,139100,899054.3663,1082189.433,63138,54,3.391309111,1501,North
1/11/2005,165700,149200,823950.0796,996272.1743,63021,28,0.179310072,1138,Southwest
1/23/2004,217000,154900,873419.9326,997047.21,63123,17,0.114714769,2110,South
6/2/2005,210500,168600,812199.0356,994179.817,63021,18,0.133683773,1526,Southwest
5/3/2006,138900,110800,870962.009,1087359.609,63031,40,0.17459316,1488,North
4/30/2004,174900,131300,825781.5405,1040487.113,63146,17,0.110840191,1134,West70
5/20/2005,163000,150900,869634.01,1003860.442,63119,76,0.161963491,1394,South
2/25/2004,126500,83600,869601.7244,1092772.207,63031,36,0.226836716,1184,North
8/30/2001,140000,117920,899840.3722,1084945.433,63138,23,0.212037085,1974,North
7/9/2001,195707,150360,856871.5502,1005840.361,63119,99,0.272783523,1610,South
3/10/2010,283800,324100,856077.9055,1000498.256,63119,70,0.18856565,2105,South
5/14/2002,125000,114240,854982.8969,966186.4139,63128,48,0.698459183,1010,South
8/8/2002,93000,80710,880329.6891,976597.1813,63125,48,0.16682474,1104,South
5/21/2004,1750000,1296600,870633.7909,1023874.612,63105,50,1.181351146,4203,Central
7/13/2001,132500,112940,882392.4547,989711.4916,63123,38,0.148794874,1599,South
6/23/2006,193000,161100,843779.3978,1038019.687,63146,46,0.325696878,1482,West70
3/28/2003,274500,264600,865238.9879,957480.8367,63129,4,0.20771646,3014,South
9/2/2003,119000,119100,871840.2141,1087312.566,63031,14,0.251952594,1386,North
5/20/2009,560000,608600,779661.5287,1011699.969,63038,6,0.470619133,5401,Northwest
10/3/2002,129000,103900,807555.958,1001735.955,63021,43,0.352292098,1296,Southwest
11/7/2002,132900,82850,839996.2836,1054852.93,63043,37,0.176451231,1364,West70
7/28/2005,625000,434900,796857.9001,1011014.98,63017,22,0.75912408,3202,Northwest
5/2/2003,152200,100810,795119.4612,1003674.038,63021,0,0.051375576,1260,Southwest
6/19/2009,191500,166300,865721.5122,1088973.403,63031,15,0.228998744,2261,North
4/11/2002,318000,262280,843023.4855,994047.194,63122,63,0.689809317,2034,South
6/21/2002,275000,240260,856208.4433,965029.3543,63128,3,0.278951847,2142,South
10/2/2003,249000,178000,819328.1016,1033431.308,63017,40,0.429278903,1789,Northwest
8/22/2002,825000,871780,852211.8306,1018139.264,63124,41,3.123833103,3090,Central
11/3/2006,295000,221900,787838.8992,996985.4866,63040,15,0.278908433,2010,Northwest
8/6/2001,57000,57720,869160.9321,1070507.111,63031,47,0.177318201,1184,North
10/22/2002,106500,65850,867542.7893,1086651.075,63031,38,0.174079878,902,North
12/17/2002,248500,189880,859385.2406,995251.5776,63119,50,0.22525229,1816,South
2/21/2006,182900,139900,873742.3205,973542.6489,63125,39,0.236379943,1379,South
12/26/2001,88000,82960,837772.2683,1057009.494,63043,36,0.195141885,900,West70
12/3/2009,142000,127500,808711.5267,1013866.184,63017,24,1.271241898,1500,Northwest
6/29/2004,525000,261800,835780.9516,1013847.477,63131,42,0.965230204,1899,Northwest
10/24/2005,121000,95900,878692.331,991503.3718,63123,68,0.121729794,1248,South
4/23/2003,128000,133500,872748.1472,988771.4857,63123,57,0.343675643,1471,South
6/12/2007,189500,180000,839753.8981,1038778.467,63146,51,0.466994482,1386,West70
2/2/2001,127000,99280,829673.9179,977791.3529,63026,37,0.234333291,1287,Southwest
9/11/2003,185000,154900,865517.3813,1000902.593,63119,53,0.15490691,1508,South
5/5/2006,149900,110400,873129.6444,989848.6461,63123,66,0.117803777,1275,South
9/6/2007,156000,152500,873763.5261,1014378.811,63143,103,0.157968691,1340,Central
1/7/2010,430000,357200,792362.4953,996271.1597,63021,15,0.317713819,2416,Southwest
5/24/2004,147500,93000,858983.2092,984467.8508,63126,46,0.17523229,1120,South
2/6/2004,155000,119500,811761.5471,1002665.156,63021,36,0.172188698,1316,Southwest
12/5/2002,151500,116080,874462.2019,1045479.234,63121,62,0.307563472,2903,East70
11/25/2002,212500,181000,780776.7364,1003113.905,63011,4,0.172574385,1766,Northwest
9/6/2001,185000,161550,866742.7478,1005886.541,63119,81,0.243089154,1875,South
8/1/2001,243000,189170,852161.7086,1007438.887,63122,62,0.172191344,1759,South
8/4/2005,87550,66000,870684.8204,1065749.347,63134,49,0.174275767,1131,East70
8/13/2003,133500,123400,811446.394,1001064.052,63021,27,0.310754959,1488,Southwest
1/20/2004,650000,680000,832367.9314,1024616.38,63141,18,0.844047401,3927,Northwest
9/30/2004,186500,126700,858609.0254,972613.2881,63128,38,0.213548178,1312,South
7/26/2001,110000,90990,871971.9934,1090204.124,63031,9,0.138618313,1419,North
7/15/2008,237900,160900,843430.4938,1002943.443,63122,81,0.132375522,1706,South
10/28/2009,120000,121400,900747.6943,1082815.072,63138,36,0.248422801,1751,North
10/8/2003,98000,70000,873985.5548,1068595.658,63031,44,0.20342562,936,North
11/8/2005,148000,101300,900740.8398,1082727.022,63138,32,0.272008751,1144,North
8/6/2001,139900,112960,865741.5768,1008159.17,63119,72,0.180790689,968,South
5/9/2003,195000,148000,852312.5214,1032574.243,63132,48,0.466567401,1665,Central
8/24/2001,88000,70040,867358.3348,1087555.625,63031,34,0.167366213,1066,North
